,name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price,date
4208,"HomeMate Smart WiFi Fan Switch Ceiling Fan Remote Control Kit, WiFi Fan Controller Works with Amazon Alexa, Google Assista...",appliances,All Appliances,https://m.media-amazon.com/images/I/711TVoPpRoS._AC_UL320_.jpg,https://www.amazon.in/HomeMate%C2%AE-Controller-Compatible-Required-Universal/dp/B094HN4MBD/ref=sr_1_4209?qid=1679135832&s=appliances&sr=1-4209,2.9,40,"₹1,349","₹2,999",1/12/2023
4209,MGS 3 Meter Washing Machine Water PVC Inlet Hose Pipe for Front & Top Load Fully Automatic,appliances,All Appliances,https://m.media-amazon.com/images/I/51eL3vkm82L._AC_UL320_.jpg,https://www.amazon.in/MGS-Inlet-Automatic-Washing-Machine/dp/B01MY2ZAN6/ref=sr_1_4210?qid=1679135832&s=appliances&sr=1-4210,4.3,976,₹399,₹599,1/13/2023
4210,"Bonsenkitchen Uzox Milk Frother, Handheld USB Rechargeable Electric Foam Maker for Coffee, Cappuccino, Egg Mix, 2 Whisks f...",appliances,All Appliances,https://m.media-amazon.com/images/I/616sBBomsDL._AC_UL320_.jpg,https://www.amazon.in/Bonsenkitchan-Handheld-Rechargeable-Electric-Cappuccino/dp/B0B7THFPDD/ref=sr_1_4211?qid=1679135832&s=appliances&sr=1-4211,4.5,"1,988",₹599,"₹1,899",1/14/2023
4211,"Wheel Crew Semi Automatic Adjustable Trolley | Only Semi Automatic Washing Machine Stand, Adjustable Trolley | Load Carryi...",appliances,All Appliances,https://m.media-amazon.com/images/I/612T3-QvyfL._AC_UL320_.jpg,https://www.amazon.in/Wheel-Crew-Automatic-Adjustable-Carrying/dp/B09R41YRZY/ref=sr_1_4212?qid=1679135832&s=appliances&sr=1-4212,3.7,24,₹799,"₹1,999",1/15/2023
4212,Storage Organizer Foldable Wardrobe Cotton Mini Rope Laundry Basket with lid Cloth Storage Box Baby Bucket Hamper New Born...,appliances,All Appliances,https://m.media-amazon.com/images/I/61LUqESL6oL._AC_UL320_.jpg,https://www.amazon.in/Storage-Organizer-Foldable-Wardrobe-planters/dp/B0BXD9BZN4/ref=sr_1_4213?qid=1679135832&s=appliances&sr=1-4213,3,2,₹969.03,"₹3,899",1/16/2023
4213,Aimex Quick Connector Adapter Fittings for Pressure Washer and Hose Pipe M22 x 15 (1 Male & 1 Female),appliances,All Appliances,https://m.media-amazon.com/images/I/51u7PvkvpQL._AC_UL320_.jpg,https://www.amazon.in/Aimex-Connector-Fittings-Washer-Pipe/dp/B09VC9919M/ref=sr_1_4214?qid=1679135832&s=appliances&sr=1-4214,4.3,46,₹549,₹599,1/17/2023
4214,Ceiling Fan Capacitor with clamp,appliances,All Appliances,https://m.media-amazon.com/images/I/51f8vm5x8VL._AC_UL320_.jpg,https://www.amazon.in/Ceiling-Fan-Capacitor-with-clamp/dp/B0BCX357WV/ref=sr_1_4215?qid=1679135832&s=appliances&sr=1-4215,4.1,6,₹270,₹490,1/18/2023
4215,"Flexi Madhav Handy Sewing/Stitch Handheld Cordless Portable White Sewing Machine for Home Tailoring, Hand Machine | Mini S...",appliances,All Appliances,https://m.media-amazon.com/images/I/61mFr2fG37L._AC_UL320_.jpg,https://www.amazon.in/Flexi-Madhav-Handheld-Cordless-Tailoring/dp/B0B58JKQH9/ref=sr_1_4216?qid=1679135832&s=appliances&sr=1-4216,2.8,17,,₹449,1/19/2023
4216,"Allin Exporters J816 Ultrasonic Humidifier Cool Mist Air Purifier with Remote Control & Digital LED Display for Dryness, C...",appliances,All Appliances,https://m.media-amazon.com/images/I/51dPhMcY0OS._AC_UL320_.jpg,https://www.amazon.in/Allin-Exporters-J816-Ultrasonic-Humidifier/dp/B097MVJ7C1/ref=sr_1_4217?qid=1679135832&s=appliances&sr=1-4217,3.6,47,"₹2,339","₹4,048",1/20/2023
4217,Havells Sprint Hs 110 W 3 Blade Pedestal Fan Fhssphswht16,appliances,All Appliances,https://m.media-amazon.com/images/I/014DRj1fLyL._AC_UL320_.jpg,https://www.amazon.in/Havells-Windstrom-400mm-Pedestal-Fan/dp/B00B4BC4CQ/ref=sr_1_4218?qid=1679135832&s=appliances&sr=1-4218,3.9,"1,468","₹3,498","₹5,180",1/21/2023
4218,Bajaj Glory 500-Watt Mixer Grinder with 3 Jars (White),appliances,All Appliances,https://m.media-amazon.com/images/I/71CY8Tc4oZL._AC_UL320_.jpg,https://www.amazon.in/Bajaj-Glory-500-Watt-Mixer-grinder/dp/B010FVFK30/ref=sr_1_4219_mod_primary_new?qid=1679135832&s=appliances&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-4219,4.1,"1,024","₹2,549","₹3,475",1/22/2023
4219,Qubo Car Air Purifier from HERO GROUP | 3-layer Filtration | Smart Ionizer Function | TVOC Sensor | Removes PM2.5 & Dust,appliances,All Appliances,https://m.media-amazon.com/images/I/41KQt6wucCL._AC_UL320_.jpg,https://www.amazon.in/Purifier-3-layer-Filtration-Ionizer-Function/dp/B0BKZNG3GM/ref=sr_1_4220?qid=1679135832&s=appliances&sr=1-4220,3.8,29,"₹2,801","₹5,490",1/23/2023
4220,"Sagrach 350W Electric Egg Hand Blender With 4 Pieces Stainless Steel Blender Cream Maker With 3 Speed, White",appliances,All Appliances,https://m.media-amazon.com/images/I/51K123HRXRL._AC_UL320_.jpg,https://www.amazon.in/Sagrach-350W-Electric-Blender-White/dp/B08KJ8QWP9/ref=sr_1_4221?qid=1679135832&s=appliances&sr=1-4221,3.6,54,₹529,₹999,1/24/2023
4221,Goel Home Decor Exclusive Decorative Kitchen Combo Fridge Top Cover and 4 Fridge Mats - 5 Piece Set (Black Box 104),appliances,All Appliances,https://m.media-amazon.com/images/I/419SDxVFEwL._AC_UL320_.jpg,https://www.amazon.in/Goel-Home-Decor-Exclusive-Decorative/dp/B08CL4K3YH/ref=sr_1_4222?qid=1679135832&s=appliances&sr=1-4222,4,52,₹229,₹499,1/25/2023
4222,Havells Ac-ce-le-ro High Speed 400mm Table Fan (White Red),appliances,All Appliances,https://m.media-amazon.com/images/I/71drw8vyXzL._AC_UL320_.jpg,https://www.amazon.in/Havells-Accelero-400-Wht-Table/dp/B07XRM56XF/ref=sr_1_4223?qid=1679135832&s=appliances&sr=1-4223,3.8,114,"₹2,598","₹3,535",1/26/2023
4223,"USHA Sewing Machine Industrial Motor PRO Model(Umbrella Model)- Sewing Machine Motor,Black",appliances,All Appliances,https://m.media-amazon.com/images/I/9157RO3zcOL._AC_UL320_.jpg,https://www.amazon.in/USHA-Sewing-Machine-Industrial-Umbrella/dp/B08CC9Y83P/ref=sr_1_4224?qid=1679135832&s=appliances&sr=1-4224,4.2,151,"₹2,099","₹2,200",1/27/2023
4224,"Morphy Richards Ultra Glide 1600W Steam Iron with Steam Burst, Vertical and Horizontal Ironing, Teflon Coated Soleplate, R...",appliances,All Appliances,https://m.media-amazon.com/images/I/51n9DWuQRVL._AC_UL320_.jpg,https://www.amazon.in/Morphy-Richards-Ultra-Glide-1600-Watt/dp/B07H3TL5KP/ref=sr_1_4225_mod_primary_new?qid=1679135833&s=appliances&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-4225,4.1,383,"₹1,785","₹2,345",1/28/2023
4225,"WaterScience IRIS Washing Machine Filter for Hard Water Softening & Conditioning - Protects from Limescales, Hard Water an...",appliances,All Appliances,https://m.media-amazon.com/images/I/71RPy9A61NL._AC_UL320_.jpg,https://www.amazon.in/WaterScience-IRIS-621-Softening-Conditioning/dp/B0B5L41BMT/ref=sr_1_4226?qid=1679135833&s=appliances&sr=1-4226,3.2,17,₹795,₹845,1/29/2023
4226,"Vidhaham Cup Washer Bar Glass Rinser Kitchen Sink Attachment Faucet Cup Rinser for Home, Office, Hotel, Shop, Bar, Baby Bo...",appliances,All Appliances,https://m.media-amazon.com/images/I/51CiBtyIxUL._AC_UL320_.jpg,https://www.amazon.in/Vidhaham-Washer-Kitchen-Attachment-Automatic/dp/B0BXGW774Y/ref=sr_1_4227?qid=1679135833&s=appliances&sr=1-4227,,,₹499,"₹1,499",1/30/2023
4227,DigiMore Vacuum Attachments Accessories Cleaning Kit Brush Nozzle Crevice Tool for General Purpose Vacuum Cleaner Set of 6,appliances,All Appliances,https://m.media-amazon.com/images/I/51KYrgUjkrL._AC_UL320_.jpg,https://www.amazon.in/DigiMore-Attachments-Accessories-Cleaning-Crevice/dp/B09NC3J6ZR/ref=sr_1_4228?qid=1679135833&s=appliances&sr=1-4228,4.1,95,₹599,₹999,1/31/2023
4228,"Samsung 8 Kg '5 star Ecobubble™ Wi-Fi Inverter Fully Automatic Top Load Washing Machine (WA80BG4542BDTL,Versailles Gray), ...",appliances,All Appliances,https://m.media-amazon.com/images/I/61+1gTYBhJL._AC_UL320_.jpg,https://www.amazon.in/Samsung-EcobubbleTM-WA80BG4542BDTL-Versailles-Technology/dp/B0BGBYGJ3B/ref=sr_1_4229_mod_primary_new?qid=1679135833&s=appliances&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-4229,4.1,16,"₹22,490","₹28,000",2/1/2023
4229,"Samsung 9 Kg 5 Star Wi-Fi Inverter Fully-Automatic Front Loading Washing Machine (WW90T604DLN1TL, Inox, In-Built Heater)",appliances,All Appliances,https://m.media-amazon.com/images/I/71McatGMlJL._AC_UL320_.jpg,https://www.amazon.in/Samsung-Inverter-Fully-Automatic-Loading-WW90T604DLN1TL/dp/B09WDNBC75/ref=sr_1_4230?qid=1679135833&s=appliances&sr=1-4230,3.6,7,"₹46,500","₹61,500",2/2/2023
4230,"Kapicon KP-30 High Pressure Car Washer Machine, Motive Power 1800 watt and max Pressure 135 bar with Cyan Blue Colour",appliances,All Appliances,https://m.media-amazon.com/images/I/71ePfWc3bwL._AC_UL320_.jpg,https://www.amazon.in/Kapicon-KP-30-Portable-Pressure-Machine/dp/B096NWR942/ref=sr_1_4231?qid=1679135833&s=appliances&sr=1-4231,4.2,181,"₹7,109","₹12,999",2/3/2023
4231,"Yellow Weaves Waterproof & Dust-Proof Front Load Fully Automatic Washing Machine Cover for 6 kg, 6.5 kg, (Grey)",appliances,All Appliances,https://m.media-amazon.com/images/I/81LXOVsDHKL._AC_UL320_.jpg,https://www.amazon.in/Yellow-Weaves-Waterproof-Dust-Proof-Grey/dp/B0B68T2H5N/ref=sr_1_4232?qid=1679135833&s=appliances&sr=1-4232,3.3,6,₹399,₹649,2/4/2023
4232,"AmazonBasics Snow Foam Lance with 1/4 Quick Connector for Pressure Washer Gun, 33.8-Ounce (1-Liter)",appliances,All Appliances,https://m.media-amazon.com/images/I/41N8UZkD1HL._AC_UL320_.jpg,https://www.amazon.in/AmazonBasics-Connector-Pressure-Washer-0-22-Gallon/dp/B07TWFS61H/ref=sr_1_4233?qid=1679135833&s=appliances&sr=1-4233,4.3,"2,316",₹979,"₹2,199",2/5/2023
4233,"Prestige Wet Grinder PWG 05 (200 watts) with Coconut scraper and Atta kneader attachment, White",appliances,All Appliances,https://m.media-amazon.com/images/I/51kf5pTbsyL._AC_UL320_.jpg,https://www.amazon.in/Prestige-Grinder-PWG-05-attachment/dp/B012J7LSS4/ref=sr_1_4234?qid=1679135833&s=appliances&sr=1-4234,3.8,381,"₹5,390","₹5,895",2/6/2023
4234,BLACK+DECKER GW3030-GB Variable Speed 3000-Watt Powerful Blower and Suction Vacuum Cleaner with Shredder and 40L bag for H...,appliances,All Appliances,https://m.media-amazon.com/images/I/61reCDpQTpL._AC_UL320_.jpg,https://www.amazon.in/Black-Decker-GW3030-GB-3000-Watt-Plastic/dp/B00FI5M1XQ/ref=sr_1_4235?qid=1679135833&s=appliances&sr=1-4235,3.4,113,"₹8,499","₹13,445",2/7/2023
4235,USHA Heleous 1220mm Premium BLDC Ceiling Fan with Rust Free ABS Blades and RF Remote (White),appliances,All Appliances,https://m.media-amazon.com/images/I/614zUrd+E-L._AC_UL320_.jpg,https://www.amazon.in/USHA-Heleous-1220mm-Blades-Ceiling/dp/B08GB396QB/ref=sr_1_4236?qid=1679135833&s=appliances&sr=1-4236,3.9,306,"₹7,199","₹10,290",2/8/2023
4236,"Godrej Eon Dishwasher | 8 Place Setting Counter-Top | Compact with an In-built heater (DWT EON MGNS 8C NF SKSL, Silky Silv...",appliances,All Appliances,https://m.media-amazon.com/images/I/51z1hv5r74L._AC_UL320_.jpg,https://www.amazon.in/Godrej-Dishwasher-Counter-Top-kitchens-families/dp/B09NDSVJW9/ref=sr_1_4237?qid=1679135833&s=appliances&sr=1-4237,3.9,118,"₹19,890","₹27,490",2/9/2023
4237,"Generic Portable Handheld Mini Heat Sealing Machine Battery, Food Sealer Heat/Impulse Sealer Packing Plastic Bag Tool,Asso...",appliances,All Appliances,https://m.media-amazon.com/images/I/5166IWzP-cL._AC_UL320_.jpg,https://www.amazon.in/Generic-Portable-Handheld-Assorted-Color-1Pcs/dp/B09V5HT41R/ref=sr_1_4238?qid=1679135833&s=appliances&sr=1-4238,1.9,34,,₹176,2/10/2023
4238,"Purity Original Combo of 1 UF, 1 Carbon Pack, 1 Sediment Filter capitable for Kent Gold/Kent Gold+/Kent Optima Gravity Fil...",appliances,All Appliances,https://m.media-amazon.com/images/I/31DD7-zvD6L._AC_UL320_.jpg,https://www.amazon.in/Original-Sediment-capitable-Gravity-Connector/dp/B0BWTS9CBP/ref=sr_1_4239?qid=1679135833&s=appliances&sr=1-4239,,,₹850,₹930,2/11/2023
4239,Rotomix Juicer Milkshake Jar and Bullet Jar for Mixer Grinder Set of 2 Juicer Jar ABS Plastic (1500ML & 530ML),appliances,All Appliances,https://m.media-amazon.com/images/I/61fsCJ9ueaL._AC_UL320_.jpg,https://www.amazon.in/Rotomix-Juicer-Milkshake-Grinder-Plastic/dp/B09YMBTH8L/ref=sr_1_4240?qid=1679135833&s=appliances&sr=1-4240,3.4,67,₹509,"₹1,499",2/12/2023
4240,HASTHIP® Pour Over Coffee Dripper-Stainless Steel Reusable Drip Cone Coffee Filter-Portable Pour-Over Coffee Maker-Paperle...,appliances,All Appliances,https://m.media-amazon.com/images/I/61Pp+jFihJL._AC_UL320_.jpg,https://www.amazon.in/Dripper-Stainless-Filter-Portable-Pour-Over-Maker-Paperless-Brewer-Camping/dp/B07W3RYQC1/ref=sr_1_4241?qid=1679135833&s=appliances&sr=1-4241,4,148,₹960,"₹1,460",2/13/2023
4241,ETWOR Adjustable Top Load Washing Machine Stand Fridge Stand Dishwasher Stand Refrigerator Trolley Washing Machine Trolley...,appliances,All Appliances,https://m.media-amazon.com/images/I/41wPCxTZM6L._AC_UL320_.jpg,https://www.amazon.in/ETWOR-Adjustable-Refrigerator-Min-16-5x19-5-Max-25-5x32/dp/B0BNSPC2HZ/ref=sr_1_4242?qid=1679135833&s=appliances&sr=1-4242,4.7,33,₹699,"₹4,999",2/14/2023
4242,"Apna Mixer Chutney Jar, Steel Jar for regular Mixer Grinders 400ml Jar (Black) Steel Mixer Chutney Jar with Aluminum Bees....",appliances,All Appliances,https://m.media-amazon.com/images/I/61zkdFgTzUL._AC_UL320_.jpg,https://www.amazon.in/Apna-Chutney-Grinders-Aluminum-Bees-Home/dp/B08HR8TL19/ref=sr_1_4243?qid=1679135833&s=appliances&sr=1-4243,3.5,65,₹249,₹550,2/15/2023
4243,Nextron ABS Body NX-50TX Voltage Stabilizer Used for Single & Double Door Refrigerator (Cherry Red Colour) (Working Range...,appliances,All Appliances,https://m.media-amazon.com/images/I/51PD5rLf1ZL._AC_UL320_.jpg,https://www.amazon.in/Nextron-NX-50TX-Voltage-Stabilizer-Refrigerator/dp/B09RFVCFQP/ref=sr_1_4244?qid=1679135833&s=appliances&sr=1-4244,3.8,86,₹997,"₹1,400",2/16/2023
4244,La' Forte Electric Kettle (EKLF001R) 1.8 Ltr Double Wall 100% Food Grade 304 Stainless Steel Kettle,appliances,All Appliances,https://m.media-amazon.com/images/I/51G3hjGR4wL._AC_UL320_.jpg,https://www.amazon.in/LaForte-Electric-Kettle-EKLF001R-Stainless/dp/B07T69JFVT/ref=sr_1_4245?qid=1679135833&s=appliances&sr=1-4245,4,"2,370","₹1,090","₹1,899",2/17/2023
4245,"ZunVolt 500W Mixer Grinder , 3 Jars (White , Turquoise)",appliances,All Appliances,https://m.media-amazon.com/images/I/516+o4ZXh6L._AC_UL320_.jpg,https://www.amazon.in/ZunVolt-Mixer-Grinder-White-Turquoise/dp/B09Q3CCT5Z/ref=sr_1_4246?qid=1679135833&s=appliances&sr=1-4246,3.7,167,"₹1,399","₹3,249",2/18/2023
4246,Prestige PSMFS 800-Watt Sandwich Toaster (Black/Silver),appliances,All Appliances,https://m.media-amazon.com/images/I/61dT4avUEEL._AC_UL320_.jpg,https://www.amazon.in/Prestige-PSMFS-700-Watt-Sandwich-Toaster/dp/B00EYVQTE2/ref=sr_1_4247?qid=1679135833&s=appliances&sr=1-4247,4,536,"₹1,402","₹1,540",2/19/2023
4247,"Nexqua Dew Digital LCD Display Portable Pen-Type Total Dissolved Solids Tds-Meter, Pocket size PPM Meter, Water Quality Te...",appliances,All Appliances,https://m.media-amazon.com/images/I/51K2wmU0dZL._AC_UL320_.jpg,https://www.amazon.in/Nexqua-Advanced-Controller-Water-Purifier/dp/B0863SMZWQ/ref=sr_1_4248?qid=1679135833&s=appliances&sr=1-4248,3.9,103,₹279,₹999,2/20/2023
4248,Black liger Mixer Grinder Motor Coupler Compatible for Preethi/Prestige/Pigeon/Greenchef/Bajaj/Usha/Ganga/Cromton/Orient/1pcs,appliances,All Appliances,https://m.media-amazon.com/images/I/31d4E2cF8LL._AC_UL320_.jpg,https://www.amazon.in/Grinder-Coupler-Compatible-Prestige-Greenchef/dp/B0BNLNJ4GP/ref=sr_1_4249?qid=1679135834&s=appliances&sr=1-4249,,,₹160,₹295,2/21/2023
4249,"Inditrust High Pressure Washer Water Filter Connection Accessory 3/4"" Inlet Nozzle (Nipple)",appliances,All Appliances,https://m.media-amazon.com/images/I/31khW4+6n-L._AC_UL320_.jpg,https://www.amazon.in/Inditrust-Pressure-Washer-Connection-Accessory/dp/B08R8MF268/ref=sr_1_4250?qid=1679135834&s=appliances&sr=1-4250,4.1,27,₹189,₹500,2/22/2023
4250,"SKYFUN (LABEL) Foldable Ottoman Laundry Square Shape Basket Box Storage Cum Sitting Stool with Top Cover Lid Home, Cloth S...",appliances,All Appliances,https://m.media-amazon.com/images/I/71rUPtzw8PL._AC_UL320_.jpg,https://www.amazon.in/SKYFUN-LABEL-Foldable-Ottoman-Laundry/dp/B07VRQKQ7T/ref=sr_1_4251?qid=1679135834&s=appliances&sr=1-4251,4.1,367,₹689,"₹1,099",2/23/2023
4251,DGARYS Portable Electronic Hanging Digital Machine 50kg Weighing Capacity Heavy Hook Type Weight Scale (Black),appliances,All Appliances,https://m.media-amazon.com/images/I/514uuGO58pL._AC_UL320_.jpg,https://www.amazon.in/DGARYS-Portable-Electronic-Weighing-Capacity/dp/B08P5H6BWQ/ref=sr_1_4252?qid=1679135834&s=appliances&sr=1-4252,4,16,₹269,₹799,2/24/2023
4252,Encasa Homes Ironing Board Cover with 4mm Extra Thick Felt Pad for Steam Press - Grey - (Fits Standard Medium Boards of 11...,appliances,All Appliances,https://m.media-amazon.com/images/I/71b918N8vZL._AC_UL320_.jpg,https://www.amazon.in/Encasa-Homes-Luxury-Ironing-109-114/dp/B075DW4ZH7/ref=sr_1_4253?qid=1679135834&s=appliances&sr=1-4253,4.2,"3,131",₹663,"₹1,200",2/25/2023
4253,"Wings Star LG Top Load Washing Machine Cover Suitable For 8 Kg, 8.5 Kg, 9 Kg, 10 Kg (63cms X 63cms X 93cms) | Waterproof &...",appliances,All Appliances,https://m.media-amazon.com/images/I/910LjE6dAQL._AC_UL320_.jpg,https://www.amazon.in/Wings-Star-Suitable-Waterproof-Dust-Proof/dp/B09YYGD336/ref=sr_1_4254?qid=1679135834&s=appliances&sr=1-4254,4,3,₹407,₹999,2/26/2023
4254,"Microtek EM 4170 + (899-150-4170) Automatic Voltage Stabilizer for AC up to 1.5 ton (170V-270V), Metallic Grey –Wall Mounted.",appliances,All Appliances,https://m.media-amazon.com/images/I/81sfW+PpmjL._AC_UL320_.jpg,https://www.amazon.in/Microtek-EM4170-170V-270V-Digital-Stabilizer/dp/B0116U8R5W/ref=sr_1_4255?qid=1679135834&s=appliances&sr=1-4255,4,"1,067","₹1,740","₹2,940",2/27/2023
4255,"Sediment Pre Filter Water Cartridge suitable for Kent Water Purifier Solid Filter Cartridge POWP 10"" With White Cap",appliances,All Appliances,https://m.media-amazon.com/images/I/31unomI+n6L._AC_UL320_.jpg,https://www.amazon.in/Sediment-Filter-Cartridge-suitable-Purifier/dp/B0BHSV3GPG/ref=sr_1_4256?qid=1679135834&s=appliances&sr=1-4256,4.3,5,₹338,₹999,2/28/2023
4256,Seazone Body Protection Cover for Water Purifier Dr. A Classic/Compact Water Purifier,appliances,All Appliances,https://m.media-amazon.com/images/I/71pM7qbBxAL._AC_UL320_.jpg,https://www.amazon.in/Seazone-Protection-Purifier-Aquaguard-Classic/dp/B07VZ6QC5D/ref=sr_1_4257?qid=1679135834&s=appliances&sr=1-4257,3.9,162,₹199,₹490,3/1/2023
4257,"Ikea Polypropylene Plastic Spray Bottle - 12 oz, White",appliances,All Appliances,https://m.media-amazon.com/images/I/61ijIUotsmL._AC_UL320_.jpg,https://www.amazon.in/Ikea-SVARTSJON-Spray-Bottle-White/dp/B07T2BSWGH/ref=sr_1_4258?qid=1679135834&s=appliances&sr=1-4258,4.3,78,₹266,₹299,3/2/2023
4258,"Grabndelas Top Load / Top Loded Washing Machine Cover Fit For All Brand Universal Size 6kg, 6.5Kg, 7Kg, 7.5Kg, 8Kg, 8.5Kg...",appliances,All Appliances,https://m.media-amazon.com/images/I/61vi01g4OcL._AC_UL320_.jpg,https://www.amazon.in/Grabndelas-Washing-Universal-Blue-Box/dp/B0BQGDR34N/ref=sr_1_4259?qid=1679135834&s=appliances&sr=1-4259,2.8,7,₹199,₹499,3/3/2023
4259,"ShopiBuy Yogurt Maker Machine, Stainless Steel Inner Container Electric Yogurt Maker Portable 15 Watts Electric 900ml Auto...",appliances,All Appliances,https://m.media-amazon.com/images/I/51HvtfNOT0L._AC_UL320_.jpg,https://www.amazon.in/ShopiBuy-Stainless-Container-Automatic-Multicolor/dp/B0BN21G4VN/ref=sr_1_4260?qid=1679135834&s=appliances&sr=1-4260,,,₹429,"₹1,299",3/4/2023
4260,"DIGIMORE Replenishment Kit | Replacement Parts | Accessories,Replacement Parts Accessories Compatible with Mi Robot Vacuu...",appliances,All Appliances,https://m.media-amazon.com/images/I/51rS+DtcLDL._AC_UL320_.jpg,https://www.amazon.in/Replenishment-Replacement-Accessories-Compatible-Vacuum-Mop/dp/B09XQM9M1X/ref=sr_1_4261?qid=1679135834&s=appliances&sr=1-4261,3.7,22,"₹1,299","₹2,999",3/5/2023
4261,QOJENT Portable Lint Remover | Pet Fur Remover | Clothes Fuzz Remover | Pet Hairball Quick Epilator Shaver for Removing Du...,appliances,All Appliances,https://m.media-amazon.com/images/I/61B478cIvML._AC_UL320_.jpg,https://www.amazon.in/QOJENT-Portable-Hairball-Epilator-Furniture/dp/B0B7Z7RT6L/ref=sr_1_4262?qid=1679135834&s=appliances&sr=1-4262,3,37,₹126,₹699,3/6/2023
4262,"Haier Robot Vacuum Cleaner with Wet Mopping, 2-in-1 with App & Voice Control, Auto Recharge, Strong 2200 Suction, and Long...",appliances,All Appliances,https://m.media-amazon.com/images/I/61nv5qs5p2L._AC_UL320_.jpg,https://www.amazon.in/Haier-Cleaner-Mopping-Control-Recharge/dp/B09SGB45BZ/ref=sr_1_4263?qid=1679135834&s=appliances&sr=1-4263,3.3,65,"₹14,699","₹22,999",3/7/2023
4263,Aqua Libra Copper + Mineral RO+UV+UF 10 to 12 Liter RO + UV + TDS ADJUSTER Water Purifier with Copper Charge Technology bl...,appliances,All Appliances,https://m.media-amazon.com/images/I/71GoDTIyh6L._AC_UL320_.jpg,https://www.amazon.in/Copper-Mineral-ADJUSTER-Purifier-Technology/dp/B0BS4V4J6Q/ref=sr_1_4264?qid=1679135834&s=appliances&sr=1-4264,3.4,10,"₹4,199","₹14,000",3/8/2023
4264,Kenstar cold press juicer Fit Pro - 150W,appliances,All Appliances,https://m.media-amazon.com/images/I/517MR3lnwKL._AC_UL320_.jpg,https://www.amazon.in/Kenstar-cold-press-juicer-Fit/dp/B097PHQW38/ref=sr_1_4265?qid=1679135834&s=appliances&sr=1-4265,3.9,24,"₹6,499","₹8,990",3/9/2023
4265,"STAR WEAVES Washing Machine Cover for LG P8053R3SA 7.0 kg Semi Automatic Top Loading Model - Waterproof & Dustproof Cover,...",appliances,All Appliances,https://m.media-amazon.com/images/I/81JWIR8OEAL._AC_UL320_.jpg,https://www.amazon.in/Star-Weaves-Washing-P8053R3SA-Automatic/dp/B08WWSTBK7/ref=sr_1_4266?qid=1679135834&s=appliances&sr=1-4266,3.9,85,₹359,₹999,3/10/2023
4266,Orpat OEK-8147 1-Litre Cordless Kettle (Stainless Steel),appliances,All Appliances,https://m.media-amazon.com/images/I/41zLECISgqL._AC_UL320_.jpg,https://www.amazon.in/Orpat-OEK-8147-1-Litre-Cordless-Kettle/dp/B00H7E5TD0/ref=sr_1_4267?qid=1679135834&s=appliances&sr=1-4267,4.3,"1,966","₹1,045","₹1,145",3/11/2023
4267,"Classic Split AC Service Wash Bag/Cover for Indoor Unit, Waterproof (1.5 Ton, Navy Blue)",appliances,All Appliances,https://m.media-amazon.com/images/I/716rOGCdFIL._AC_UL320_.jpg,https://www.amazon.in/Classic-Split-Service-Indoor-Waterproof/dp/B09YYQXM5N/ref=sr_1_4268?qid=1679135834&s=appliances&sr=1-4268,3.4,16,₹599,₹900,3/12/2023
4268,BABYFLY Electric Mini Garlic Grinder Chopper Vegetable Meat Fruit Crusher Small Food Processor with USB Cable (Multicolor),appliances,All Appliances,https://m.media-amazon.com/images/I/61lVwwqB+SL._AC_UL320_.jpg,https://www.amazon.in/BABYFLY-Electric-Vegetable-Processor-Multicolor/dp/B0B4NZRFXY/ref=sr_1_4269?qid=1679135834&s=appliances&sr=1-4269,2.7,184,₹349,"₹1,499",3/13/2023
4269,"iBELL Hold The World. Digitally! Stainless Steel Electric Kettle, 1.8 L (Silver, 1800 W)",appliances,All Appliances,https://m.media-amazon.com/images/I/616s-oy-LjL._AC_UL320_.jpg,https://www.amazon.in/iBELL-World-Digitally-Stainless-Electric/dp/B07MGRXJPB/ref=sr_1_4270?qid=1679135834&s=appliances&sr=1-4270,3.8,"4,127",₹733,"₹1,490",3/14/2023
4270,"Eurodomo 60 cm 1200 m³/hr Auto-Clean curved glass Kitchen Chimney (Hood Classy Plus HC SC BF BK 60), Baffle Filter, Touch...",appliances,All Appliances,https://m.media-amazon.com/images/I/61HoNUt-96L._AC_UL320_.jpg,https://www.amazon.in/Eurodomo-60-Hood-Classy-Plus/dp/B0B46MLKVS/ref=sr_1_4271?qid=1679135834&s=appliances&sr=1-4271,4.2,"1,306","₹9,490","₹25,990",3/15/2023
4271,Sanavya Lint Filter Pack of 2 Lint Remover / Lint Bag / Filter/Dust Filter Lint FilterLint Filter Suitable for Godrej Full...,appliances,All Appliances,https://m.media-amazon.com/images/I/51gB-1ZbZBL._AC_UL320_.jpg,https://www.amazon.in/FilterLint-Suitable-Automatic-Machines-Compatible/dp/B09V1GV5KG/ref=sr_1_4272?qid=1679135834&s=appliances&sr=1-4272,4.3,20,₹160,₹490,3/16/2023
